Name,Age,Purpose,Depature,Destination,PeriodOfStay
성소이,31,other,busan,fukuoka,80
고지성,12,business,incheon,saporo,34
문태영,55,other,busan,saporo,15
방주한,49,tourism,gimpo,saporo,35
조수진,1,other,busan,osaka,57
여재훈,37,other,incheon,tokyo,26
윤채민,67,other,jeju,tokyo,71
제시현,32,tourism,incheon,saporo,27
성주은,25,tourism,jeju,tokyo,74
용나현,25,business,incheon,fukuoka,21
소태경,80,other,incheon,saporo,57
오소원,2,business,busan,fukuoka,54
성하율,24,other,busan,osaka,12
은재희,41,business,jeju,saporo,61
염연아,57,other,gimpo,fukuoka,74
함이한,33,tourism,jeju,fukuoka,3
안로아,71,business,jeju,saporo,62
곽해인,70,tourism,busan,tokyo,50
당성민,49,other,busan,osaka,41
구서준,78,tourism,busan,osaka,51
우원준,58,other,incheon,tokyo,21
승지환,33,business,jeju,saporo,20
동가람,45,tourism,gimpo,fukuoka,89
형효주,52,other,busan,saporo,48
은소원,41,business,jeju,fukuoka,70
양도은,14,tourism,incheon,fukuoka,57
원로아,47,business,jeju,saporo,83
성다경,59,other,gimpo,fukuoka,34
민준형,15,other,gimpo,tokyo,53
연상윤,63,business,jeju,osaka,88
손하영,35,tourism,busan,osaka,84
성하나,64,other,busan,saporo,38
두지연,41,business,busan,fukuoka,23
현재율,77,other,incheon,fukuoka,64
용솔,14,business,incheon,osaka,87
변한울,73,business,gimpo,fukuoka,78
안유정,56,business,jeju,saporo,15
방연주,17,business,gimpo,saporo,64
당아린,5,business,busan,saporo,4
양가빈,14,tourism,incheon,saporo,35
상수빈,9,business,jeju,fukuoka,11
황예준,7,tourism,gimpo,fukuoka,89
공윤후,39,other,gimpo,saporo,17
백도은,75,other,incheon,tokyo,9
권하늘,13,business,jeju,osaka,56
예혜윤,53,tourism,gimpo,osaka,24
형은우,29,tourism,incheon,osaka,30
현혜린,5,tourism,jeju,tokyo,10
류현승,69,tourism,jeju,osaka,54
음별,6,tourism,gimpo,osaka,53
갈로운,25,other,incheon,tokyo,1
갈주하,25,tourism,jeju,osaka,19
차은우,79,business,jeju,osaka,40
목도원,14,other,jeju,fukuoka,19
시수현,15,tourism,jeju,tokyo,30
성지후,30,business,jeju,saporo,80
가태호,17,tourism,jeju,osaka,37
방채민,30,business,jeju,tokyo,53
간한별,27,business,gimpo,saporo,50
노민건,51,tourism,busan,fukuoka,31
서예담,29,tourism,jeju,fukuoka,31
홍태희,74,tourism,incheon,fukuoka,25
강재이,9,other,incheon,fukuoka,23
옥도희,29,other,busan,saporo,6
현진호,25,tourism,busan,saporo,72
예태우,78,tourism,busan,tokyo,63
국이나,19,tourism,jeju,fukuoka,10
부시율,54,other,busan,osaka,64
선용준,14,other,jeju,saporo,12
정도현,59,tourism,incheon,fukuoka,70
길현아,38,other,gimpo,saporo,39
이지한,2,business,busan,saporo,79
옥제인,17,other,incheon,tokyo,45
왕영우,31,other,busan,fukuoka,26
강도경,27,tourism,busan,saporo,76
배서율,14,tourism,gimpo,fukuoka,80
국수현,65,other,jeju,tokyo,56
홍우준,18,tourism,incheon,osaka,88
맹효원,4,other,incheon,saporo,18
여정후,7,tourism,busan,osaka,51
배성현,52,tourism,busan,fukuoka,8
천주혁,22,business,jeju,saporo,76
권리원,8,business,busan,osaka,6
변영우,41,business,jeju,fukuoka,36
오영민,39,tourism,jeju,saporo,90
예단아,43,business,jeju,fukuoka,34
구준희,18,tourism,gimpo,tokyo,16
강원우,42,other,jeju,osaka,77
형하율,21,other,jeju,tokyo,39
단상민,12,tourism,jeju,saporo,58
문시원,27,other,jeju,saporo,20
구태린,46,tourism,jeju,tokyo,46
남루아,76,tourism,jeju,tokyo,75
길동윤,31,business,incheon,fukuoka,26
왕상우,20,other,busan,saporo,33
사예서,32,other,gimpo,tokyo,66
남우영,3,tourism,jeju,fukuoka,41
노승환,6,other,incheon,osaka,75
허현승,20,other,busan,osaka,17
송나영,68,tourism,busan,osaka,60
어민준,24,business,gimpo,fukuoka,5
표지온,71,other,incheon,fukuoka,51
나다율,21,tourism,busan,saporo,89
가서정,7,other,busan,fukuoka,51
두세은,56,business,incheon,saporo,32
감시완,38,business,jeju,fukuoka,11
심준서,9,tourism,busan,saporo,68
배성우,67,tourism,jeju,osaka,3
예주현,6,business,incheon,saporo,84
국준현,7,other,jeju,osaka,48
석현준,57,business,gimpo,saporo,82
문준서,74,tourism,jeju,fukuoka,21
현규민,36,business,gimpo,tokyo,21
현현서,41,other,gimpo,osaka,79
성온유,39,tourism,jeju,fukuoka,28
갈현승,70,business,incheon,fukuoka,71
금윤주,2,other,jeju,fukuoka,5
승윤,77,other,incheon,osaka,38
팽보민,65,other,gimpo,osaka,68
민태연,52,business,jeju,tokyo,4
설준원,24,business,jeju,fukuoka,3
경규리,48,other,gimpo,fukuoka,39
백윤,69,business,busan,tokyo,12
두라엘,75,business,jeju,tokyo,34
염우진,53,business,gimpo,tokyo,26
라세린,49,tourism,jeju,osaka,50
인주희,71,tourism,incheon,tokyo,87
형세영,52,tourism,busan,saporo,53
감예나,22,business,gimpo,saporo,35
견현준,16,business,gimpo,fukuoka,60
길예빈,69,business,incheon,fukuoka,44
윤제인,33,tourism,gimpo,tokyo,89
지윤후,59,tourism,busan,fukuoka,53
남나연,37,other,busan,fukuoka,46
예인우,19,business,busan,fukuoka,59
단규현,44,tourism,gimpo,tokyo,56
권선우,44,business,jeju,tokyo,71
이지한,47,tourism,busan,fukuoka,19
정채이,80,tourism,busan,osaka,46
신혜린,36,business,gimpo,osaka,77
편은혜,74,tourism,jeju,saporo,64
유예서,27,other,incheon,tokyo,48
당가람,78,tourism,busan,saporo,74
설예빈,65,tourism,gimpo,fukuoka,2
음보경,20,tourism,busan,saporo,20
예준희,42,other,incheon,tokyo,32
현산,21,tourism,incheon,tokyo,23
상서연,56,business,jeju,saporo,90
손승환,14,business,jeju,saporo,39
좌도율,13,tourism,busan,fukuoka,3
전윤우,8,other,gimpo,saporo,63
고이준,1,tourism,busan,saporo,34
배은우,31,business,busan,tokyo,8
빈태호,69,other,busan,tokyo,41
나현민,74,other,jeju,saporo,77
곽시환,39,tourism,busan,saporo,8
음정원,23,tourism,incheon,saporo,12
맹현진,75,business,jeju,tokyo,6
목지혁,36,tourism,busan,tokyo,3
온슬아,22,business,jeju,fukuoka,73
권수민,21,business,jeju,fukuoka,72
구새봄,9,business,gimpo,saporo,29
목윤재,7,other,busan,saporo,76
장예서,73,tourism,gimpo,osaka,47
민예린,76,other,jeju,fukuoka,34
제세린,28,business,gimpo,osaka,77
문준호,23,tourism,jeju,tokyo,68
백승연,10,other,busan,tokyo,7
상윤주,2,business,gimpo,fukuoka,17
예태민,53,other,gimpo,osaka,64
라성현,30,business,jeju,fukuoka,29
하채은,32,tourism,jeju,osaka,61
안태우,8,tourism,jeju,tokyo,46
원예나,54,business,jeju,saporo,30
소정우,17,tourism,incheon,tokyo,74
권종현,64,other,gimpo,saporo,81
단하율,10,business,incheon,fukuoka,88
주은수,47,other,incheon,osaka,70
남정현,37,other,busan,saporo,22
범재현,18,business,busan,tokyo,67
인나연,79,other,jeju,fukuoka,36
감소담,53,tourism,jeju,osaka,29
위예은,26,other,busan,osaka,1
이유빈,11,other,busan,saporo,46
마다영,41,tourism,incheon,fukuoka,68
소지오,7,tourism,incheon,tokyo,16
지신우,77,tourism,gimpo,saporo,18
류강현,28,business,gimpo,osaka,41
주민혁,62,tourism,jeju,saporo,71
소서현,23,tourism,jeju,saporo,79
공다연,21,other,incheon,tokyo,16
부우주,33,tourism,busan,saporo,49
반태인,15,business,gimpo,tokyo,10
심우영,56,tourism,jeju,tokyo,13
전승훈,13,tourism,gimpo,osaka,8
박태호,43,business,jeju,fukuoka,15
부채빈,73,tourism,busan,saporo,34
나예주,15,tourism,busan,tokyo,64
손정원,43,tourism,gimpo,osaka,34
원혜진,62,business,jeju,osaka,40
천승재,60,tourism,busan,saporo,38
육승환,38,other,gimpo,osaka,60
빈시호,74,other,busan,osaka,80
염현서,5,business,incheon,osaka,54
하윤서,5,business,gimpo,saporo,43
조유라,51,tourism,incheon,saporo,90
방수진,43,other,jeju,tokyo,80
남이현,0,tourism,jeju,saporo,12
남민하,75,other,jeju,tokyo,25
지혜성,45,other,incheon,osaka,51
변리나,59,other,jeju,fukuoka,59
정현진,80,other,busan,saporo,5
주주완,53,business,gimpo,fukuoka,26
두현아,70,other,incheon,saporo,66
추태린,16,business,jeju,saporo,2
곽시연,71,tourism,gimpo,fukuoka,40
채선율,29,other,gimpo,tokyo,11
탁수현,47,business,gimpo,fukuoka,9
전진혁,66,business,incheon,tokyo,64
박주영,45,tourism,gimpo,osaka,86
여효은,79,tourism,busan,saporo,29
기율,79,tourism,jeju,osaka,24
류솔,14,business,busan,osaka,14
국예원,78,business,busan,saporo,3
편나율,43,tourism,busan,fukuoka,75
한현빈,41,business,jeju,tokyo,11
임예주,6,business,gimpo,osaka,53
복이현,9,business,incheon,saporo,38
백재민,27,other,incheon,fukuoka,7
손로이,3,business,gimpo,fukuoka,59
봉희찬,66,tourism,busan,tokyo,62
안혜린,76,other,busan,tokyo,16
반유현,7,tourism,jeju,saporo,1
시서율,78,tourism,jeju,osaka,82
류지율,46,business,gimpo,saporo,71
부지온,2,tourism,incheon,osaka,86
봉한울,14,tourism,busan,tokyo,47
금도경,14,tourism,busan,fukuoka,37
위소은,10,other,gimpo,osaka,42
명지완,33,business,busan,osaka,63
변지후,39,tourism,busan,tokyo,86
장시후,54,business,gimpo,tokyo,62
가예린,7,other,gimpo,tokyo,37
남성원,46,other,busan,osaka,66
금유안,17,tourism,gimpo,fukuoka,3
백지오,41,tourism,busan,saporo,36
어인우,27,tourism,gimpo,saporo,86
허하온,37,business,jeju,fukuoka,50
용규리,23,other,gimpo,saporo,78
민하리,9,other,gimpo,osaka,77
진지인,30,business,busan,osaka,47
옥윤찬,56,business,jeju,fukuoka,48
시태리,23,business,gimpo,saporo,73
시서원,75,tourism,busan,tokyo,39
동다희,16,other,incheon,fukuoka,90
채채원,19,other,incheon,saporo,11
하주아,20,other,gimpo,fukuoka,35
염주완,10,other,gimpo,osaka,2
어도훈,10,tourism,jeju,osaka,77
음혜민,46,other,incheon,saporo,23
길세영,36,other,gimpo,tokyo,18
표시아,18,tourism,jeju,osaka,86
천은혜,26,business,gimpo,saporo,42
견가연,75,tourism,jeju,fukuoka,18
최주안,73,tourism,gimpo,tokyo,6
맹한별,42,tourism,gimpo,fukuoka,87
간태호,27,tourism,jeju,osaka,87
당상현,1,business,incheon,tokyo,21
라이안,53,other,incheon,saporo,5
시성원,75,tourism,incheon,tokyo,67
라시온,32,other,jeju,fukuoka,61
국이서,3,tourism,jeju,tokyo,81
은채영,11,tourism,busan,fukuoka,43
동소이,6,other,gimpo,osaka,4
안수현,58,tourism,busan,osaka,68
용하은,58,tourism,jeju,tokyo,83
차태영,43,other,incheon,osaka,49
상윤재,60,business,gimpo,saporo,6
반세영,48,business,incheon,saporo,23
위우현,43,business,busan,tokyo,76
송하람,34,tourism,gimpo,fukuoka,16
송건희,75,other,jeju,fukuoka,44
손태영,42,tourism,jeju,fukuoka,80
부서하,51,other,gimpo,fukuoka,6
진서영,37,business,gimpo,osaka,71
왕세희,43,other,gimpo,saporo,18
모소윤,48,tourism,incheon,saporo,40
단슬아,16,business,incheon,osaka,60
단나경,11,tourism,busan,fukuoka,8
나채연,54,tourism,incheon,fukuoka,35
도로이,35,business,incheon,tokyo,22
경미소,75,tourism,incheon,saporo,53
박유주,25,other,gimpo,osaka,71
온수민,72,tourism,gimpo,osaka,26
두강현,30,other,jeju,tokyo,64
마민하,1,other,jeju,osaka,67
염채희,17,other,jeju,fukuoka,9
장정원,71,other,jeju,fukuoka,63
천효준,3,other,jeju,tokyo,74
편재이,49,tourism,incheon,tokyo,26
배연서,20,business,busan,tokyo,82
목혜정,29,tourism,incheon,tokyo,59
주서하,25,tourism,gimpo,saporo,25
온인우,33,other,gimpo,fukuoka,38
공연서,40,other,incheon,fukuoka,83
간정민,57,tourism,gimpo,osaka,36
나은혜,31,tourism,jeju,osaka,16
권지온,73,business,gimpo,tokyo,57
견민찬,60,other,busan,osaka,51
권재원,68,tourism,busan,osaka,76
목혜민,9,tourism,busan,fukuoka,32
박서우,28,tourism,busan,osaka,30
마하진,7,business,jeju,saporo,3
배윤우,55,tourism,busan,fukuoka,55
팽현아,24,other,incheon,fukuoka,27
양승후,11,other,incheon,tokyo,67
천현아,60,other,gimpo,saporo,76
남민석,74,other,busan,fukuoka,83
갈성빈,9,other,jeju,tokyo,10
허도영,50,business,busan,fukuoka,13
차하윤,51,business,busan,osaka,68
곽아현,35,other,gimpo,fukuoka,73
예도준,3,business,gimpo,fukuoka,35
봉민성,7,tourism,jeju,tokyo,48
견아진,20,tourism,busan,fukuoka,88
좌정빈,64,business,incheon,fukuoka,76
진은우,30,business,jeju,tokyo,20
모소연,64,other,gimpo,fukuoka,55
민수연,47,tourism,gimpo,tokyo,3
우태호,77,business,busan,osaka,65
반나율,34,other,gimpo,saporo,62
함시안,35,business,busan,saporo,16
우은혜,17,tourism,busan,tokyo,64
도현아,38,business,gimpo,fukuoka,25
견하진,11,other,incheon,osaka,44
염선우,57,tourism,jeju,saporo,31
탁봄,70,other,gimpo,saporo,39
좌하나,27,other,gimpo,osaka,30
방혜진,56,tourism,jeju,osaka,7
피서율,4,business,gimpo,tokyo,87
석유민,20,tourism,gimpo,osaka,82
최이준,38,other,incheon,tokyo,2
고동우,57,tourism,incheon,tokyo,48
진현승,38,tourism,incheon,saporo,37
왕승훈,69,business,gimpo,fukuoka,87
허서윤,72,business,incheon,tokyo,73
위예인,62,tourism,gimpo,saporo,20
봉소율,58,tourism,incheon,tokyo,23
여시우,36,business,gimpo,osaka,44
유혜윤,19,tourism,busan,tokyo,8
심아현,42,other,gimpo,osaka,79
주수호,45,business,gimpo,osaka,20
탁하빈,20,business,jeju,saporo,66
예수현,20,tourism,jeju,osaka,64
임은찬,78,other,gimpo,fukuoka,77
범정우,68,business,incheon,saporo,20
간상현,25,other,incheon,fukuoka,90
동예나,0,business,gimpo,osaka,1
윤윤,49,tourism,gimpo,fukuoka,27
맹유건,79,other,incheon,fukuoka,44
정윤주,3,business,incheon,saporo,3
호예슬,51,business,jeju,tokyo,54
추하진,38,other,gimpo,saporo,85
이현,22,other,gimpo,osaka,66
곽하음,56,business,incheon,saporo,52
천보미,47,tourism,jeju,tokyo,69
남은수,21,other,jeju,saporo,27
우시후,73,tourism,incheon,tokyo,4
염보민,48,other,busan,saporo,8
경규민,74,tourism,incheon,osaka,20
위유준,60,tourism,gimpo,osaka,81
엄도훈,1,business,busan,fukuoka,48
강하영,69,other,jeju,osaka,44
염태민,72,business,incheon,saporo,32
윤성원,28,other,busan,saporo,50
문현수,22,business,busan,saporo,50
표상윤,70,other,incheon,fukuoka,13
국유정,38,other,jeju,osaka,14
윤성원,61,other,busan,fukuoka,26
여세영,52,tourism,jeju,tokyo,61
신유경,53,other,incheon,osaka,39
범하민,38,other,incheon,osaka,54
선지우,0,business,gimpo,saporo,13
성연수,31,tourism,jeju,saporo,30
경은별,38,other,incheon,tokyo,83
맹민혁,51,business,jeju,tokyo,16
감민규,8,tourism,jeju,osaka,49
박윤건,28,business,jeju,fukuoka,64
라하연,47,other,busan,fukuoka,1
양세린,50,other,jeju,fukuoka,45
우시우,29,tourism,busan,osaka,69
홍라윤,5,business,jeju,fukuoka,13
금찬우,24,tourism,busan,osaka,76
맹태양,20,business,incheon,fukuoka,84
도서후,45,tourism,jeju,tokyo,6
노정현,3,other,gimpo,saporo,64
두나은,20,business,incheon,fukuoka,15
허우현,13,business,jeju,osaka,17
옥주원,74,other,gimpo,fukuoka,2
전하엘,13,other,incheon,tokyo,67
금정후,14,business,gimpo,osaka,9
예채윤,59,other,busan,saporo,54
부정연,49,other,jeju,osaka,10
범온유,60,business,gimpo,saporo,31
예지유,56,other,busan,saporo,7
예세희,33,business,busan,saporo,54
선도희,51,other,jeju,osaka,64
배윤찬,65,business,incheon,tokyo,37
호세은,20,tourism,gimpo,fukuoka,25
태현진,60,business,incheon,tokyo,20
상하준,47,other,busan,tokyo,8
금승재,34,business,incheon,fukuoka,34
모주환,29,tourism,jeju,saporo,8
탁지원,0,other,busan,saporo,21
왕서빈,9,other,gimpo,fukuoka,50
조태준,6,business,gimpo,tokyo,14
석하리,74,other,busan,tokyo,3
나태이,43,business,jeju,fukuoka,8
한승재,44,other,busan,tokyo,83
두우준,42,business,incheon,tokyo,41
팽다윤,43,tourism,incheon,tokyo,16
형은성,7,other,jeju,osaka,87
추채민,13,business,jeju,saporo,53
정우현,70,business,gimpo,saporo,34
당준혁,16,tourism,jeju,fukuoka,67
권유하,34,business,incheon,saporo,22
곽한율,2,other,incheon,saporo,76
봉수민,24,tourism,incheon,fukuoka,45
임주희,32,business,jeju,osaka,66
경하엘,59,business,jeju,saporo,86
공강우,8,business,busan,osaka,61
허사랑,38,business,jeju,osaka,81
설성훈,1,business,jeju,saporo,63
강은재,24,business,incheon,saporo,57
반수호,23,tourism,busan,osaka,72
홍주아,60,business,gimpo,saporo,17
신연수,5,other,gimpo,fukuoka,73
임윤슬,17,tourism,jeju,fukuoka,58
동다현,1,other,jeju,osaka,3
표로이,56,tourism,incheon,osaka,15
은윤지,55,business,busan,osaka,31
맹채희,23,other,busan,saporo,9
손현아,23,tourism,incheon,osaka,9
성태경,62,tourism,busan,fukuoka,20
진은지,28,business,busan,fukuoka,31
윤아진,80,other,gimpo,osaka,11
경세연,43,business,jeju,osaka,42
임주호,35,business,jeju,osaka,50
용가온,45,business,gimpo,osaka,40
류동하,3,other,gimpo,osaka,74
맹시완,28,other,gimpo,osaka,86
곽우영,32,tourism,incheon,tokyo,30
강지후,15,business,incheon,fukuoka,33
길율,48,business,jeju,tokyo,50
신민수,38,other,jeju,tokyo,48
국연호,20,tourism,busan,tokyo,24
부규현,35,business,busan,tokyo,62
편하빈,42,tourism,busan,fukuoka,22
오지후,9,tourism,gimpo,fukuoka,46
여채빈,28,other,incheon,fukuoka,71
우세희,15,tourism,gimpo,tokyo,87
구예솔,79,business,jeju,saporo,50
김하은,41,business,jeju,osaka,50
민한나,45,business,busan,saporo,75
방윤건,65,tourism,busan,fukuoka,88
천하영,52,tourism,jeju,fukuoka,82
변다윤,65,business,jeju,fukuoka,25
윤민호,23,business,gimpo,fukuoka,36
변진우,46,business,incheon,tokyo,31
강민경,58,other,incheon,saporo,69
이동우,68,tourism,busan,fukuoka,78
모서린,65,tourism,gimpo,tokyo,74
감건,52,other,busan,osaka,59
백현민,44,tourism,busan,tokyo,61
전규현,38,other,jeju,saporo,59
빈승우,31,business,incheon,fukuoka,67
용세은,11,business,jeju,osaka,3
연주원,19,other,gimpo,osaka,90
음시율,65,other,gimpo,fukuoka,60
심성원,70,other,jeju,fukuoka,3
탁하연,24,other,gimpo,fukuoka,67
엄서준,61,tourism,incheon,tokyo,81
윤도연,23,tourism,incheon,tokyo,82
배우현,72,business,busan,tokyo,76
진소희,45,other,incheon,osaka,30
왕주한,68,tourism,busan,tokyo,2
홍은수,16,tourism,busan,osaka,13
최재희,0,business,gimpo,saporo,33
박시완,40,other,gimpo,fukuoka,51
왕준우,46,other,jeju,tokyo,78
한가현,44,business,jeju,tokyo,15
우강우,0,business,busan,osaka,63
목예솔,21,tourism,gimpo,fukuoka,25
신영민,33,business,incheon,osaka,24
옥설아,77,tourism,jeju,saporo,20
서찬,55,other,busan,tokyo,83
배은호,10,other,jeju,tokyo,71
경하민,56,other,incheon,fukuoka,47
빈재희,14,tourism,busan,tokyo,57
손정민,54,tourism,busan,osaka,32
심예슬,2,other,incheon,fukuoka,16
왕은비,61,tourism,busan,tokyo,7
반다연,71,business,jeju,fukuoka,20
김승호,31,other,gimpo,saporo,51
빈윤서,6,other,busan,fukuoka,35
류재호,10,business,jeju,osaka,1
곽예서,17,business,busan,osaka,71
도시우,62,business,incheon,tokyo,33
황제이,10,business,incheon,fukuoka,18
간태연,32,business,gimpo,tokyo,1
호은비,62,tourism,gimpo,saporo,15
심진우,36,other,incheon,fukuoka,82
안승현,7,tourism,gimpo,saporo,47
표민혁,74,business,incheon,saporo,6
함미소,12,business,busan,tokyo,3
연수현,35,business,gimpo,tokyo,61
염태율,52,other,busan,tokyo,39
길시연,10,other,jeju,tokyo,42
고인우,73,business,gimpo,tokyo,79
모시안,45,business,gimpo,osaka,50
엄나윤,40,business,incheon,tokyo,45
피이나,17,business,busan,osaka,34
금진우,16,other,gimpo,tokyo,42
진수민,9,other,gimpo,saporo,83
당효원,41,tourism,incheon,fukuoka,76
최유빈,17,other,jeju,tokyo,76
주태훈,40,other,jeju,fukuoka,43
채유빈,62,tourism,busan,tokyo,61
복윤지,37,other,busan,osaka,2
연혜빈,72,business,gimpo,fukuoka,37
반유은,0,business,gimpo,tokyo,18
